vd_dc, vg_dc, freq, i_ds (ac)
0.400,0.850,316.2 MHz,2.194E-5
0.400,0.850,398.1 MHz,2.194E-5
0.400,0.850,501.2 MHz,2.194E-5
0.400,0.850,631.0 MHz,2.194E-5
0.400,0.850,794.3 MHz,2.194E-5
0.400,0.850,1.000 GHz,2.194E-5
0.400,0.850,1.259 GHz,2.194E-5
0.400,0.850,1.585 GHz,2.194E-5
0.400,0.850,1.995 GHz,2.194E-5
0.400,0.850,2.512 GHz,2.194E-5
0.400,0.850,3.162 GHz,2.194E-5
0.400,0.850,3.981 GHz,2.194E-5
0.400,0.850,5.012 GHz,2.194E-5
0.400,0.850,6.310 GHz,2.195E-5
0.400,0.850,7.943 GHz,2.195E-5
0.400,0.850,10.00 GHz,2.195E-5
0.400,0.900,100.0 kHz,2.077E-5
0.400,0.900,125.9 kHz,2.077E-5
0.400,0.900,158.5 kHz,2.077E-5
0.400,0.900,199.5 kHz,2.077E-5
0.400,0.900,251.2 kHz,2.077E-5
0.400,0.900,316.2 kHz,2.077E-5
0.400,0.900,398.1 kHz,2.077E-5
0.400,0.900,501.2 kHz,2.077E-5
0.400,0.900,631.0 kHz,2.077E-5
0.400,0.900,794.3 kHz,2.077E-5
0.400,0.900,1.000 MHz,2.077E-5
0.400,0.900,1.259 MHz,2.077E-5
0.400,0.900,1.585 MHz,2.077E-5
0.400,0.900,1.995 MHz,2.077E-5
0.400,0.900,2.512 MHz,2.077E-5
0.400,0.900,3.162 MHz,2.077E-5
0.400,0.900,3.981 MHz,2.077E-5
0.400,0.900,5.012 MHz,2.077E-5
0.400,0.900,6.310 MHz,2.077E-5
0.400,0.900,7.943 MHz,2.077E-5
0.400,0.900,10.00 MHz,2.077E-5
0.400,0.900,12.59 MHz,2.077E-5
0.400,0.900,15.85 MHz,2.077E-5
0.400,0.900,19.95 MHz,2.077E-5
0.400,0.900,25.12 MHz,2.077E-5
0.400,0.900,31.62 MHz,2.077E-5
0.400,0.900,39.81 MHz,2.077E-5
0.400,0.900,50.12 MHz,2.077E-5
0.400,0.900,63.10 MHz,2.077E-5
0.400,0.900,79.43 MHz,2.077E-5
0.400,0.900,100.0 MHz,2.077E-5
0.400,0.900,125.9 MHz,2.077E-5
0.400,0.900,158.5 MHz,2.077E-5
0.400,0.900,199.5 MHz,2.077E-5
0.400,0.900,251.2 MHz,2.077E-5
0.400,0.900,316.2 MHz,2.077E-5
0.400,0.900,398.1 MHz,2.077E-5
0.400,0.900,501.2 MHz,2.077E-5
0.400,0.900,631.0 MHz,2.077E-5
0.400,0.900,794.3 MHz,2.077E-5
0.400,0.900,1.000 GHz,2.077E-5
0.400,0.900,1.259 GHz,2.077E-5
0.400,0.900,1.585 GHz,2.077E-5
0.400,0.900,1.995 GHz,2.077E-5
0.400,0.900,2.512 GHz,2.077E-5
0.400,0.900,3.162 GHz,2.077E-5
0.400,0.900,3.981 GHz,2.077E-5
0.400,0.900,5.012 GHz,2.077E-5
0.400,0.900,6.310 GHz,2.077E-5
0.400,0.900,7.943 GHz,2.077E-5
0.400,0.900,10.00 GHz,2.077E-5
0.450,0.000,100.0 kHz,1.399E-9
0.450,0.000,125.9 kHz,1.399E-9
0.450,0.000,158.5 kHz,1.399E-9
0.450,0.000,199.5 kHz,1.399E-9
0.450,0.000,251.2 kHz,1.399E-9
0.450,0.000,316.2 kHz,1.399E-9
0.450,0.000,398.1 kHz,1.399E-9
0.450,0.000,501.2 kHz,1.399E-9
0.450,0.000,631.0 kHz,1.399E-9
0.450,0.000,794.3 kHz,1.399E-9
0.450,0.000,1.000 MHz,1.399E-9
0.450,0.000,1.259 MHz,1.399E-9
0.450,0.000,1.585 MHz,1.399E-9
0.450,0.000,1.995 MHz,1.399E-9
0.450,0.000,2.512 MHz,1.399E-9
0.450,0.000,3.162 MHz,1.400E-9
0.450,0.000,3.981 MHz,1.400E-9
0.450,0.000,5.012 MHz,1.401E-9
0.450,0.000,6.310 MHz,1.403E-9
0.450,0.000,7.943 MHz,1.405E-9
0.450,0.000,10.00 MHz,1.408E-9
0.450,0.000,12.59 MHz,1.414E-9
0.450,0.000,15.85 MHz,1.423E-9
0.450,0.000,19.95 MHz,1.437E-9
0.450,0.000,25.12 MHz,1.459E-9
0.450,0.000,31.62 MHz,1.493E-9
0.450,0.000,39.81 MHz,1.546E-9
0.450,0.000,50.12 MHz,1.626E-9
0.450,0.000,63.10 MHz,1.745E-9
0.450,0.000,79.43 MHz,1.919E-9
0.450,0.000,100.0 MHz,2.166E-9
0.450,0.000,125.9 MHz,2.509E-9
0.450,0.000,158.5 MHz,2.972E-9
0.450,0.000,199.5 MHz,3.585E-9
0.450,0.000,251.2 MHz,4.385E-9
0.450,0.000,316.2 MHz,5.415E-9
0.450,0.000,398.1 MHz,6.733E-9
0.450,0.000,501.2 MHz,8.409E-9
0.450,0.000,631.0 MHz,1.053E-8
0.450,0.000,794.3 MHz,1.322E-8
0.450,0.000,1.000 GHz,1.660E-8
0.450,0.000,1.259 GHz,2.087E-8
0.450,0.000,1.585 GHz,2.626E-8
0.450,0.000,1.995 GHz,3.304E-8
0.450,0.000,2.512 GHz,4.158E-8
0.450,0.000,3.162 GHz,5.234E-8
0.450,0.000,3.981 GHz,6.588E-8
0.450,0.000,5.012 GHz,8.293E-8
0.450,0.000,6.310 GHz,1.044E-7
0.450,0.000,7.943 GHz,1.314E-7
0.450,0.000,10.00 GHz,1.654E-7
0.450,0.050,100.0 kHz,4.973E-9
0.450,0.050,125.9 kHz,4.973E-9
0.450,0.050,158.5 kHz,4.973E-9
0.450,0.050,199.5 kHz,4.973E-9
0.450,0.050,251.2 kHz,4.973E-9
0.450,0.050,316.2 kHz,4.973E-9
0.450,0.050,398.1 kHz,4.973E-9
0.450,0.050,501.2 kHz,4.973E-9
0.450,0.050,631.0 kHz,4.973E-9
0.450,0.050,794.3 kHz,4.973E-9
0.450,0.050,1.000 MHz,4.973E-9
0.450,0.050,1.259 MHz,4.973E-9
0.450,0.050,1.585 MHz,4.973E-9
0.450,0.050,1.995 MHz,4.973E-9
0.450,0.050,2.512 MHz,4.973E-9
0.450,0.050,3.162 MHz,4.973E-9
0.450,0.050,3.981 MHz,4.973E-9
0.450,0.050,5.012 MHz,4.974E-9
0.450,0.050,6.310 MHz,4.974E-9
0.450,0.050,7.943 MHz,4.975E-9
0.450,0.050,10.00 MHz,4.976E-9
0.450,0.050,12.59 MHz,4.977E-9
0.450,0.050,15.85 MHz,4.980E-9
0.450,0.050,19.95 MHz,4.984E-9
0.450,0.050,25.12 MHz,4.991E-9
0.450,0.050,31.62 MHz,5.001E-9
0.450,0.050,39.81 MHz,5.018E-9
0.450,0.050,50.12 MHz,5.044E-9
0.450,0.050,63.10 MHz,5.086E-9
0.450,0.050,79.43 MHz,5.150E-9
0.450,0.050,100.0 MHz,5.251E-9
0.450,0.050,125.9 MHz,5.408E-9
0.450,0.050,158.5 MHz,5.647E-9
0.450,0.050,199.5 MHz,6.006E-9
0.450,0.050,251.2 MHz,6.535E-9
0.450,0.050,316.2 MHz,7.295E-9
0.450,0.050,398.1 MHz,8.360E-9
0.450,0.050,501.2 MHz,9.813E-9
0.450,0.050,631.0 MHz,1.175E-8
0.450,0.050,794.3 MHz,1.430E-8
0.450,0.050,1.000 GHz,1.760E-8
0.450,0.050,1.259 GHz,2.182E-8
0.450,0.050,1.585 GHz,2.721E-8
0.450,0.050,1.995 GHz,3.404E-8
0.450,0.050,2.512 GHz,4.269E-8
0.450,0.050,3.162 GHz,5.361E-8
0.450,0.050,3.981 GHz,6.738E-8
0.450,0.050,5.012 GHz,8.474E-8
0.450,0.050,6.310 GHz,1.066E-7
0.450,0.050,7.943 GHz,1.342E-7
0.450,0.050,10.00 GHz,1.689E-7
0.450,0.100,100.0 kHz,1.739E-8
0.450,0.100,125.9 kHz,1.739E-8
0.450,0.100,158.5 kHz,1.739E-8
0.450,0.100,199.5 kHz,1.739E-8
0.450,0.100,251.2 kHz,1.739E-8
0.450,0.100,316.2 kHz,1.739E-8
0.450,0.100,398.1 kHz,1.739E-8
0.450,0.100,501.2 kHz,1.739E-8
0.450,0.100,631.0 kHz,1.739E-8
0.450,0.100,794.3 kHz,1.739E-8
0.450,0.100,1.000 MHz,1.739E-8
0.450,0.100,1.259 MHz,1.739E-8
0.450,0.100,1.585 MHz,1.739E-8
0.450,0.100,1.995 MHz,1.739E-8
0.450,0.100,2.512 MHz,1.739E-8
0.450,0.100,3.162 MHz,1.739E-8
0.450,0.100,3.981 MHz,1.739E-8
0.450,0.100,5.012 MHz,1.739E-8
0.450,0.100,6.310 MHz,1.739E-8
0.450,0.100,7.943 MHz,1.739E-8
0.450,0.100,10.00 MHz,1.739E-8
0.450,0.100,12.59 MHz,1.739E-8
0.450,0.100,15.85 MHz,1.739E-8
0.450,0.100,19.95 MHz,1.740E-8
0.450,0.100,25.12 MHz,1.740E-8
0.450,0.100,31.62 MHz,1.740E-8
0.450,0.100,39.81 MHz,1.741E-8
0.450,0.100,50.12 MHz,1.741E-8
0.450,0.100,63.10 MHz,1.743E-8
0.450,0.100,79.43 MHz,1.745E-8
0.450,0.100,100.0 MHz,1.748E-8
0.450,0.100,125.9 MHz,1.753E-8
0.450,0.100,158.5 MHz,1.761E-8
0.450,0.100,199.5 MHz,1.773E-8
0.450,0.100,251.2 MHz,1.793E-8
0.450,0.100,316.2 MHz,1.823E-8
0.450,0.100,398.1 MHz,1.871E-8
0.450,0.100,501.2 MHz,1.943E-8
0.450,0.100,631.0 MHz,2.053E-8
0.450,0.100,794.3 MHz,2.216E-8
0.450,0.100,1.000 GHz,2.453E-8
0.450,0.100,1.259 GHz,2.787E-8
0.450,0.100,1.585 GHz,3.246E-8
0.450,0.100,1.995 GHz,3.864E-8
0.450,0.100,2.512 GHz,4.679E-8
0.450,0.100,3.162 GHz,5.739E-8
0.450,0.100,3.981 GHz,7.101E-8
0.450,0.100,5.012 GHz,8.840E-8
0.450,0.100,6.310 GHz,1.105E-7
0.450,0.100,7.943 GHz,1.385E-7
0.450,0.100,10.00 GHz,1.738E-7
0.450,0.150,100.0 kHz,5.921E-8
0.450,0.150,125.9 kHz,5.921E-8
0.450,0.150,158.5 kHz,5.921E-8
0.450,0.150,199.5 kHz,5.921E-8
0.450,0.150,251.2 kHz,5.921E-8
0.450,0.150,316.2 kHz,5.921E-8
0.450,0.150,398.1 kHz,5.921E-8
0.450,0.150,501.2 kHz,5.921E-8
0.450,0.150,631.0 kHz,5.921E-8
0.450,0.150,794.3 kHz,5.921E-8
0.450,0.150,1.000 MHz,5.921E-8
0.450,0.150,1.259 MHz,5.921E-8
0.450,0.150,1.585 MHz,5.921E-8
0.450,0.150,1.995 MHz,5.921E-8
0.450,0.150,2.512 MHz,5.921E-8
0.450,0.150,3.162 MHz,5.921E-8
0.450,0.150,3.981 MHz,5.921E-8
0.450,0.150,5.012 MHz,5.921E-8
0.450,0.150,6.310 MHz,5.921E-8
0.450,0.150,7.943 MHz,5.921E-8
0.450,0.150,10.00 MHz,5.921E-8
0.450,0.150,12.59 MHz,5.921E-8
0.450,0.150,15.85 MHz,5.921E-8
0.450,0.150,19.95 MHz,5.921E-8
0.450,0.150,25.12 MHz,5.921E-8
0.450,0.150,31.62 MHz,5.921E-8
0.450,0.150,39.81 MHz,5.921E-8
0.450,0.150,50.12 MHz,5.921E-8
0.450,0.150,63.10 MHz,5.922E-8
0.450,0.150,79.43 MHz,5.922E-8
0.450,0.150,100.0 MHz,5.923E-8
0.450,0.150,125.9 MHz,5.925E-8
0.450,0.150,158.5 MHz,5.927E-8
0.450,0.150,199.5 MHz,5.931E-8
0.450,0.150,251.2 MHz,5.937E-8
0.450,0.150,316.2 MHz,5.947E-8
0.450,0.150,398.1 MHz,5.963E-8
0.450,0.150,501.2 MHz,5.988E-8
0.450,0.150,631.0 MHz,6.026E-8
0.450,0.150,794.3 MHz,6.087E-8
0.450,0.150,1.000 GHz,6.183E-8
0.450,0.150,1.259 GHz,6.331E-8
0.450,0.150,1.585 GHz,6.559E-8
0.450,0.150,1.995 GHz,6.905E-8
0.450,0.150,2.512 GHz,7.421E-8
0.450,0.150,3.162 GHz,8.171E-8
0.450,0.150,3.981 GHz,9.237E-8
0.450,0.150,5.012 GHz,1.071E-7
0.450,0.150,6.310 GHz,1.270E-7
0.450,0.150,7.943 GHz,1.534E-7
0.450,0.150,10.00 GHz,1.877E-7
0.450,0.200,100.0 kHz,1.928E-7
0.450,0.200,125.9 kHz,1.928E-7
0.450,0.200,158.5 kHz,1.928E-7
0.450,0.200,199.5 kHz,1.928E-7
0.450,0.200,251.2 kHz,1.928E-7
0.450,0.200,316.2 kHz,1.928E-7
0.450,0.200,398.1 kHz,1.928E-7
0.450,0.200,501.2 kHz,1.928E-7
0.450,0.200,631.0 kHz,1.928E-7
0.450,0.200,794.3 kHz,1.928E-7
0.450,0.200,1.000 MHz,1.928E-7
0.450,0.200,1.259 MHz,1.928E-7
0.450,0.200,1.585 MHz,1.928E-7
0.450,0.200,1.995 MHz,1.928E-7
0.450,0.200,2.512 MHz,1.928E-7
0.450,0.200,3.162 MHz,1.928E-7
0.450,0.200,3.981 MHz,1.928E-7
0.450,0.200,5.012 MHz,1.928E-7
0.450,0.200,6.310 MHz,1.928E-7
0.450,0.200,7.943 MHz,1.928E-7
0.450,0.200,10.00 MHz,1.928E-7
0.450,0.200,12.59 MHz,1.928E-7
0.450,0.200,15.85 MHz,1.928E-7
0.450,0.200,19.95 MHz,1.928E-7
0.450,0.200,25.12 MHz,1.928E-7
0.450,0.200,31.62 MHz,1.928E-7
0.450,0.200,39.81 MHz,1.928E-7
0.450,0.200,50.12 MHz,1.928E-7
0.450,0.200,63.10 MHz,1.928E-7
0.450,0.200,79.43 MHz,1.928E-7
0.450,0.200,100.0 MHz,1.928E-7
0.450,0.200,125.9 MHz,1.928E-7
0.450,0.200,158.5 MHz,1.928E-7
0.450,0.200,199.5 MHz,1.928E-7
0.450,0.200,251.2 MHz,1.928E-7
0.450,0.200,316.2 MHz,1.929E-7
0.450,0.200,398.1 MHz,1.929E-7
0.450,0.200,501.2 MHz,1.930E-7
0.450,0.200,631.0 MHz,1.931E-7
0.450,0.200,794.3 MHz,1.933E-7
0.450,0.200,1.000 GHz,1.936E-7
0.450,0.200,1.259 GHz,1.942E-7
0.450,0.200,1.585 GHz,1.950E-7
0.450,0.200,1.995 GHz,1.963E-7
0.450,0.200,2.512 GHz,1.983E-7
0.450,0.200,3.162 GHz,2.014E-7
0.450,0.200,3.981 GHz,2.063E-7
0.450,0.200,5.012 GHz,2.138E-7
0.450,0.200,6.310 GHz,2.252E-7
0.450,0.200,7.943 GHz,2.422E-7
0.450,0.200,10.00 GHz,2.669E-7
0.450,0.250,100.0 kHz,5.868E-7
0.450,0.250,125.9 kHz,5.868E-7
0.450,0.250,158.5 kHz,5.868E-7
0.450,0.250,199.5 kHz,5.868E-7
0.450,0.250,251.2 kHz,5.868E-7
0.450,0.250,316.2 kHz,5.868E-7
0.450,0.250,398.1 kHz,5.868E-7
0.450,0.250,501.2 kHz,5.868E-7
0.450,0.250,631.0 kHz,5.868E-7
0.450,0.250,794.3 kHz,5.868E-7
0.450,0.250,1.000 MHz,5.868E-7
0.450,0.250,1.259 MHz,5.868E-7
0.450,0.250,1.585 MHz,5.868E-7
0.450,0.250,1.995 MHz,5.868E-7
0.450,0.250,2.512 MHz,5.868E-7
0.450,0.250,3.162 MHz,5.868E-7
0.450,0.250,3.981 MHz,5.868E-7
0.450,0.250,5.012 MHz,5.868E-7
0.450,0.250,6.310 MHz,5.868E-7
0.450,0.250,7.943 MHz,5.868E-7
0.450,0.250,10.00 MHz,5.868E-7
0.450,0.250,12.59 MHz,5.868E-7
0.450,0.250,15.85 MHz,5.868E-7
0.450,0.250,19.95 MHz,5.868E-7
0.450,0.250,25.12 MHz,5.868E-7
0.450,0.250,31.62 MHz,5.868E-7
0.450,0.250,39.81 MHz,5.868E-7
0.450,0.250,50.12 MHz,5.868E-7
0.450,0.250,63.10 MHz,5.868E-7
0.450,0.250,79.43 MHz,5.868E-7
0.450,0.250,100.0 MHz,5.868E-7
0.450,0.250,125.9 MHz,5.868E-7
0.450,0.250,158.5 MHz,5.868E-7
0.450,0.250,199.5 MHz,5.868E-7
0.450,0.250,251.2 MHz,5.868E-7
0.450,0.250,316.2 MHz,5.868E-7
0.450,0.250,398.1 MHz,5.869E-7
0.450,0.250,501.2 MHz,5.869E-7
0.450,0.250,631.0 MHz,5.869E-7
0.450,0.250,794.3 MHz,5.870E-7
0.450,0.250,1.000 GHz,5.871E-7
0.450,0.250,1.259 GHz,5.873E-7
0.450,0.250,1.585 GHz,5.876E-7
0.450,0.250,1.995 GHz,5.881E-7
0.450,0.250,2.512 GHz,5.888E-7
0.450,0.250,3.162 GHz,5.900E-7
0.450,0.250,3.981 GHz,5.918E-7
0.450,0.250,5.012 GHz,5.947E-7
0.450,0.250,6.310 GHz,5.993E-7
0.450,0.250,7.943 GHz,6.065E-7
0.450,0.250,10.00 GHz,6.177E-7
0.450,0.300,100.0 kHz,1.630E-6
0.450,0.300,125.9 kHz,1.630E-6
0.450,0.300,158.5 kHz,1.630E-6
0.450,0.300,199.5 kHz,1.630E-6
0.450,0.300,251.2 kHz,1.630E-6
0.450,0.300,316.2 kHz,1.630E-6
0.450,0.300,398.1 kHz,1.630E-6
0.450,0.300,501.2 kHz,1.630E-6
0.450,0.300,631.0 kHz,1.630E-6
0.450,0.300,794.3 kHz,1.630E-6
0.450,0.300,1.000 MHz,1.630E-6
0.450,0.300,1.259 MHz,1.630E-6
0.450,0.300,1.585 MHz,1.630E-6
0.450,0.300,1.995 MHz,1.630E-6
0.450,0.300,2.512 MHz,1.630E-6
0.450,0.300,3.162 MHz,1.630E-6
0.450,0.300,3.981 MHz,1.630E-6
0.450,0.300,5.012 MHz,1.630E-6
0.450,0.300,6.310 MHz,1.630E-6
0.450,0.300,7.943 MHz,1.630E-6
0.450,0.300,10.00 MHz,1.630E-6
0.450,0.300,12.59 MHz,1.630E-6
0.450,0.300,15.85 MHz,1.630E-6
0.450,0.300,19.95 MHz,1.630E-6
0.450,0.300,25.12 MHz,1.630E-6
0.450,0.300,31.62 MHz,1.630E-6
0.450,0.300,39.81 MHz,1.630E-6
0.450,0.300,50.12 MHz,1.630E-6
0.450,0.300,63.10 MHz,1.630E-6
0.450,0.300,79.43 MHz,1.630E-6
0.450,0.300,100.0 MHz,1.630E-6
0.450,0.300,125.9 MHz,1.630E-6
0.450,0.300,158.5 MHz,1.630E-6
0.450,0.300,199.5 MHz,1.630E-6
0.450,0.300,251.2 MHz,1.630E-6
0.450,0.300,316.2 MHz,1.630E-6
0.450,0.300,398.1 MHz,1.630E-6
0.450,0.300,501.2 MHz,1.630E-6
0.450,0.300,631.0 MHz,1.630E-6
0.450,0.300,794.3 MHz,1.630E-6
0.450,0.300,1.000 GHz,1.630E-6
0.450,0.300,1.259 GHz,1.630E-6
0.450,0.300,1.585 GHz,1.630E-6
0.450,0.300,1.995 GHz,1.631E-6
0.450,0.300,2.512 GHz,1.631E-6
0.450,0.300,3.162 GHz,1.631E-6
0.450,0.300,3.981 GHz,1.632E-6
0.450,0.300,5.012 GHz,1.633E-6
0.450,0.300,6.310 GHz,1.635E-6
0.450,0.300,7.943 GHz,1.638E-6
0.450,0.300,10.00 GHz,1.643E-6
0.450,0.350,100.0 kHz,4.010E-6
0.450,0.350,125.9 kHz,4.010E-6
0.450,0.350,158.5 kHz,4.010E-6
0.450,0.350,199.5 kHz,4.010E-6
0.450,0.350,251.2 kHz,4.010E-6
0.450,0.350,316.2 kHz,4.010E-6
0.450,0.350,398.1 kHz,4.010E-6
0.450,0.350,501.2 kHz,4.010E-6
0.450,0.350,631.0 kHz,4.010E-6
0.450,0.350,794.3 kHz,4.010E-6
0.450,0.350,1.000 MHz,4.010E-6
0.450,0.350,1.259 MHz,4.010E-6
0.450,0.350,1.585 MHz,4.010E-6
0.450,0.350,1.995 MHz,4.010E-6
0.450,0.350,2.512 MHz,4.010E-6
0.450,0.350,3.162 MHz,4.010E-6
0.450,0.350,3.981 MHz,4.010E-6
0.450,0.350,5.012 MHz,4.010E-6
0.450,0.350,6.310 MHz,4.010E-6
0.450,0.350,7.943 MHz,4.010E-6
0.450,0.350,10.00 MHz,4.010E-6
0.450,0.350,12.59 MHz,4.010E-6
0.450,0.350,15.85 MHz,4.010E-6
0.450,0.350,19.95 MHz,4.010E-6
0.450,0.350,25.12 MHz,4.010E-6
0.450,0.350,31.62 MHz,4.010E-6
0.450,0.350,39.81 MHz,4.010E-6
0.450,0.350,50.12 MHz,4.010E-6
0.450,0.350,63.10 MHz,4.010E-6
0.450,0.350,79.43 MHz,4.010E-6
0.450,0.350,100.0 MHz,4.010E-6
0.450,0.350,125.9 MHz,4.010E-6
0.450,0.350,158.5 MHz,4.010E-6
0.450,0.350,199.5 MHz,4.010E-6
0.450,0.350,251.2 MHz,4.010E-6
0.450,0.350,316.2 MHz,4.010E-6
0.450,0.350,398.1 MHz,4.010E-6
0.450,0.350,501.2 MHz,4.010E-6
0.450,0.350,631.0 MHz,4.010E-6
0.450,0.350,794.3 MHz,4.010E-6
0.450,0.350,1.000 GHz,4.010E-6
0.450,0.350,1.259 GHz,4.010E-6
0.450,0.350,1.585 GHz,4.010E-6
0.450,0.350,1.995 GHz,4.010E-6
0.450,0.350,2.512 GHz,4.010E-6
0.450,0.350,3.162 GHz,4.010E-6
0.450,0.350,3.981 GHz,4.011E-6
0.450,0.350,5.012 GHz,4.011E-6
0.450,0.350,6.310 GHz,4.012E-6
0.450,0.350,7.943 GHz,4.014E-6
0.450,0.350,10.00 GHz,4.016E-6
0.450,0.400,100.0 kHz,8.299E-6
0.450,0.400,125.9 kHz,8.299E-6
0.450,0.400,158.5 kHz,8.299E-6
0.450,0.400,199.5 kHz,8.299E-6
0.450,0.400,251.2 kHz,8.299E-6
0.450,0.400,316.2 kHz,8.299E-6
0.450,0.400,398.1 kHz,8.299E-6
0.450,0.400,501.2 kHz,8.299E-6
0.450,0.400,631.0 kHz,8.299E-6
0.450,0.400,794.3 kHz,8.299E-6
0.450,0.400,1.000 MHz,8.299E-6
0.450,0.400,1.259 MHz,8.299E-6
0.450,0.400,1.585 MHz,8.299E-6
0.450,0.400,1.995 MHz,8.299E-6
0.450,0.400,2.512 MHz,8.299E-6
0.450,0.400,3.162 MHz,8.299E-6
0.450,0.400,3.981 MHz,8.299E-6
0.450,0.400,5.012 MHz,8.299E-6
0.450,0.400,6.310 MHz,8.299E-6
0.450,0.400,7.943 MHz,8.299E-6
0.450,0.400,10.00 MHz,8.299E-6
0.450,0.400,12.59 MHz,8.299E-6
0.450,0.400,15.85 MHz,8.299E-6
0.450,0.400,19.95 MHz,8.299E-6
0.450,0.400,25.12 MHz,8.299E-6
0.450,0.400,31.62 MHz,8.299E-6
0.450,0.400,39.81 MHz,8.299E-6
0.450,0.400,50.12 MHz,8.299E-6
0.450,0.400,63.10 MHz,8.299E-6
0.450,0.400,79.43 MHz,8.299E-6
0.450,0.400,100.0 MHz,8.299E-6
0.450,0.400,125.9 MHz,8.299E-6
0.450,0.400,158.5 MHz,8.299E-6
0.450,0.400,199.5 MHz,8.299E-6
0.450,0.400,251.2 MHz,8.299E-6
0.450,0.400,316.2 MHz,8.299E-6
0.450,0.400,398.1 MHz,8.299E-6
0.450,0.400,501.2 MHz,8.299E-6
0.450,0.400,631.0 MHz,8.299E-6
0.450,0.400,794.3 MHz,8.299E-6
0.450,0.400,1.000 GHz,8.299E-6
0.450,0.400,1.259 GHz,8.299E-6
0.450,0.400,1.585 GHz,8.299E-6
0.450,0.400,1.995 GHz,8.299E-6
0.450,0.400,2.512 GHz,8.299E-6
0.450,0.400,3.162 GHz,8.300E-6
0.450,0.400,3.981 GHz,8.300E-6
0.450,0.400,5.012 GHz,8.300E-6
0.450,0.400,6.310 GHz,8.301E-6
0.450,0.400,7.943 GHz,8.301E-6
0.450,0.400,10.00 GHz,8.303E-6
0.450,0.450,100.0 kHz,1.381E-5
0.450,0.450,125.9 kHz,1.381E-5
0.450,0.450,158.5 kHz,1.381E-5
0.450,0.450,199.5 kHz,1.381E-5
0.450,0.450,251.2 kHz,1.381E-5
0.450,0.450,316.2 kHz,1.381E-5
0.450,0.450,398.1 kHz,1.381E-5
0.450,0.450,501.2 kHz,1.381E-5
0.450,0.450,631.0 kHz,1.381E-5
0.450,0.450,794.3 kHz,1.381E-5
0.450,0.450,1.000 MHz,1.381E-5
0.450,0.450,1.259 MHz,1.381E-5
0.450,0.450,1.585 MHz,1.381E-5
0.450,0.450,1.995 MHz,1.381E-5
0.450,0.450,2.512 MHz,1.381E-5
0.450,0.450,3.162 MHz,1.381E-5
0.450,0.450,3.981 MHz,1.381E-5
0.450,0.450,5.012 MHz,1.381E-5
0.450,0.450,6.310 MHz,1.381E-5
0.450,0.450,7.943 MHz,1.381E-5
0.450,0.450,10.00 MHz,1.381E-5
0.450,0.450,12.59 MHz,1.381E-5
0.450,0.450,15.85 MHz,1.381E-5
0.450,0.450,19.95 MHz,1.381E-5
0.450,0.450,25.12 MHz,1.381E-5
0.450,0.450,31.62 MHz,1.381E-5
0.450,0.450,39.81 MHz,1.381E-5
0.450,0.450,50.12 MHz,1.381E-5
0.450,0.450,63.10 MHz,1.381E-5
0.450,0.450,79.43 MHz,1.381E-5
0.450,0.450,100.0 MHz,1.381E-5
0.450,0.450,125.9 MHz,1.381E-5
0.450,0.450,158.5 MHz,1.381E-5
0.450,0.450,199.5 MHz,1.381E-5
0.450,0.450,251.2 MHz,1.381E-5
0.450,0.450,316.2 MHz,1.381E-5
0.450,0.450,398.1 MHz,1.381E-5
0.450,0.450,501.2 MHz,1.381E-5
0.450,0.450,631.0 MHz,1.381E-5
0.450,0.450,794.3 MHz,1.381E-5
0.450,0.450,1.000 GHz,1.381E-5
0.450,0.450,1.259 GHz,1.381E-5
0.450,0.450,1.585 GHz,1.381E-5
0.450,0.450,1.995 GHz,1.381E-5
0.450,0.450,2.512 GHz,1.381E-5
0.450,0.450,3.162 GHz,1.381E-5
0.450,0.450,3.981 GHz,1.381E-5
0.450,0.450,5.012 GHz,1.381E-5
0.450,0.450,6.310 GHz,1.381E-5
0.450,0.450,7.943 GHz,1.381E-5
0.450,0.450,10.00 GHz,1.381E-5
0.450,0.500,100.0 kHz,1.870E-5
0.450,0.500,125.9 kHz,1.870E-5
0.450,0.500,158.5 kHz,1.870E-5
0.450,0.500,199.5 kHz,1.870E-5
0.450,0.500,251.2 kHz,1.870E-5
0.450,0.500,316.2 kHz,1.870E-5
0.450,0.500,398.1 kHz,1.870E-5
0.450,0.500,501.2 kHz,1.870E-5
0.450,0.500,631.0 kHz,1.870E-5
0.450,0.500,794.3 kHz,1.870E-5
0.450,0.500,1.000 MHz,1.870E-5
0.450,0.500,1.259 MHz,1.870E-5
0.450,0.500,1.585 MHz,1.870E-5
0.450,0.500,1.995 MHz,1.870E-5
0.450,0.500,2.512 MHz,1.870E-5
0.450,0.500,3.162 MHz,1.870E-5
0.450,0.500,3.981 MHz,1.870E-5
0.450,0.500,5.012 MHz,1.870E-5
0.450,0.500,6.310 MHz,1.870E-5
0.450,0.500,7.943 MHz,1.870E-5
0.450,0.500,10.00 MHz,1.870E-5
0.450,0.500,12.59 MHz,1.870E-5
0.450,0.500,15.85 MHz,1.870E-5
0.450,0.500,19.95 MHz,1.870E-5
0.450,0.500,25.12 MHz,1.870E-5
0.450,0.500,31.62 MHz,1.870E-5
0.450,0.500,39.81 MHz,1.870E-5
0.450,0.500,50.12 MHz,1.870E-5
0.450,0.500,63.10 MHz,1.870E-5
0.450,0.500,79.43 MHz,1.870E-5
