freq, current
385.009999999999990905 MHz,0.00779015036928458905 - j0.08193411249855471479 
386.009999999999990905 MHz,0.00775019949653690289 - j0.08172563701050761242 
387.009999999999990905 MHz,0.00771055425078085929 - j0.08151820996637362815 
388.009999999999990905 MHz,0.00767121153181245328 - j0.08131182355231628134 
389.009999999999990905 MHz,0.00763216827851459154 - j0.08110647003116631948 
390.009999999999990905 MHz,0.00759342146827623587 - j0.08090214174149447379 
391.009999999999990905 MHz,0.00755496811641337071 - j0.08069883109669627463 
392.009999999999990905 MHz,0.00751680527559853151 - j0.08049653058409142470 
393.009999999999990905 MHz,0.00747893003530524826 - j0.08029523276403467691 
394.009999999999990905 MHz,0.00744133952125908184 - j0.08009493026904085378 
395.009999999999990905 MHz,0.00740403089489731665 - j0.07989561580292012244 
396.009999999999990905 MHz,0.00736700135284066530 - j0.07969728213992803567 
397.009999999999990905 MHz,0.00733024812637436164 - j0.07949992212392528734 
398.009999999999990905 MHz,0.00729376848093300691 - j0.07930352866755124852 
399.009999999999990905 MHz,0.00725755971560058857 - j0.07910809475140746783 
400.009999999999990905 MHz,0.00722161916261448468 - j0.07891361342325388384 
401.009999999999990905 MHz,0.00718594418688116646 - j0.07872007779721569565 
402.009999999999990905 MHz,0.00715053218549869564 - j0.07852748105300118298 
403.009999999999990905 MHz,0.00711538058728507575 - j0.07833581643513090609 
404.009999999999990905 MHz,0.00708048685232026860 - j0.07814507725217748058 
405.009999999999990905 MHz,0.00704584847148870957 - j0.07795525687601564946 
406.009999999999990905 MHz,0.00701146296603706760 - j0.07776634874108294404 
407.009999999999990905 MHz,0.00697732788713290551 - j0.07757834634365064208 
408.009999999999990905 MHz,0.00694344081543449287 - j0.07739124324110480124 
409.009999999999990905 MHz,0.00690979936066544488 - j0.07720503305123670168 
410.009999999999990905 MHz,0.00687640116120225367 - j0.07701970945154418269 
411.009999999999990905 MHz,0.00684324388365767367 - j0.07683526617854083418 
412.009999999999990905 MHz,0.00681032522248402675 - j0.07665169702707641530 
413.009999999999990905 MHz,0.00677764289957132147 - j0.07646899584966523888 
414.009999999999990905 MHz,0.00674519466386193801 - j0.07628715655582492261 
415.009999999999990905 MHz,0.00671297829096338672 - j0.07610617311142257868 
416.009999999999990905 MHz,0.00668099158277428440 - j0.07592603953803131467 
417.009999999999990905 MHz,0.00664923236710871033 - j0.07574674991229468635 
418.009999999999990905 MHz,0.00661769849733873615 - j0.07556829836530001843 
419.009999999999990905 MHz,0.00658638785202808955 - j0.07539067908195994094 
420.009999999999990905 MHz,0.00655529833458311922 - j0.07521388630040273804 
421.009999999999990905 MHz,0.00652442787290295929 - j0.07503791431136991319 
422.009999999999990905 MHz,0.00649377441904267719 - j0.07486275745762326073 
423.009999999999990905 MHz,0.00646333594887014366 - j0.07468841013335837664 
424.009999999999990905 MHz,0.00643311046174197595 - j0.07451486678362723159 
425.009999999999990905 MHz,0.00640309598017188390 - j0.07434212190376751628 
426.009999999999990905 MHz,0.00637329054951553745 - j0.07417017003884009141 
427.009999999999990905 MHz,0.00634369223765270454 - j0.07399900578307391785 
428.009999999999990905 MHz,0.00631429913468035519 - j0.07382862377931787012 
429.009999999999990905 MHz,0.00628510935260268629 - j0.07365901871850059901 
430.009999999999990905 MHz,0.00625612102503432087 - j0.07349018533909633388 
431.009999999999990905 MHz,0.00622733230690559591 - j0.07332211842659912271 
432.009999999999990905 MHz,0.00619874137416959702 - j0.07315481281300276195 
433.009999999999990905 MHz,0.00617034642351637578 - j0.07298826337628842864 
434.009999999999990905 MHz,0.00614214567209331666 - j0.07282246503991830766 
435.009999999999990905 MHz,0.00611413735722592892 - j0.07265741277233633832 
436.009999999999990905 MHz,0.00608631973614528598 - j0.07249310158647509494 
437.009999999999990905 MHz,0.00605869108572084595 - j0.07232952653926959241 
438.009999999999990905 MHz,0.00603124970219509095 - j0.07216668273117676780 
439.009999999999990905 MHz,0.00600399390092382686 - j0.07200456530570172042 
440.009999999999990905 MHz,0.00597692201611959607 - j0.07184316944892969736 
441.009999999999990905 MHz,0.00595003240059879899 - j0.07168249038906426840 
442.009999999999990905 MHz,0.00592332342553635992 - j0.07152252339597148234 
443.009999999999990905 MHz,0.00589679348021713602 - j0.07136326378072972709 
444.009999999999990905 MHz,0.00587044097180054215 - j0.07120470689518586249 
445.009999999999990905 MHz,0.00584426432507788220 - j0.07104684813151616873 
446.009999999999990905 MHz,0.00581826198224434741 - j0.07088968292179338715 
447.009999999999990905 MHz,0.00579243240266540983 - j0.07073320673755995047 
448.009999999999990905 MHz,0.00576677406265318267 - j0.07057741508940486297 
449.009999999999990905 MHz,0.00574128545524290983 - j0.07042230352654807457 
450.009999999999990905 MHz,0.00571596508997328744 - j0.07026786763642847711 
451.009999999999990905 MHz,0.00569081149267102251 - j0.07011410304429793738 
452.009999999999990905 MHz,0.00566582320523830937 - j0.06996100541282002094 
453.009999999999990905 MHz,0.00564099878544260976 - j0.06980857044167454450 
454.009999999999990905 MHz,0.00561633680671207516 - j0.06965679386716597254 
455.009999999999990905 MHz,0.00559183585793014779 - j0.06950567146183747602 
456.009999999999990905 MHz,0.00556749454323697025 - j0.06935519903408980669 
457.009999999999990905 MHz,0.00554331148183200961 - j0.06920537242780444576 
458.009999999999990905 MHz,0.00551928530778078401 - j0.06905618752197231758 
459.009999999999990905 MHz,0.00549541466982040455 - j0.06890764023032590335 
460.009999999999990905 MHz,0.00547169823117694791 - j0.06875972650097723904 
461.009999999999990905 MHz,0.00544813466937357511 - j0.06861244231605923005 
462.009999999999990905 MHz,0.00542472267605171102 - j0.06846578369137273912 
463.009999999999990905 MHz,0.00540146095679112318 - j0.06831974667603608886 
464.009999999999990905 MHz,0.00537834823092941863 - j0.06817432735214115636 
465.009999999999990905 MHz,0.00535538323138989424 - j0.06802952183441195178 
466.009999999999990905 MHz,0.00533256470451000733 - j0.06788532626986812368 
467.009999999999990905 MHz,0.00530989140986935955 - j0.06774173683749262764 
468.009999999999990905 MHz,0.00528736212012237850 - j0.06759874974790326674 
469.009999999999990905 MHz,0.00526497562083685141 - j0.06745636124302810399 
470.009999999999990905 MHz,0.00524273071032835183 - j0.06731456759578550997 
471.009999999999990905 MHz,0.00522062619950170326 - j0.06717336510976697206 
472.009999999999990905 MHz,0.00519866091169299358 - j0.06703275011892495527 
473.009999999999990905 MHz,0.00517683368251514123 - j0.06689271898726352472 
474.009999999999990905 MHz,0.00515514335970281967 - j0.06675326810853358939 
475.009999999999990905 MHz,0.00513358880296420610 - j0.06661439390593118515 
476.009999999999990905 MHz,0.00511216888382988108 - j0.06647609283179954642 
477.009999999999990905 MHz,0.00509088248550831641 - j0.06633836136733507749 
478.009999999999990905 MHz,0.00506972850274053401 - j0.06620119602229630751 
479.009999999999990905 MHz,0.00504870584165759920 - j0.06606459333471695339 
480.009999999999990905 MHz,0.00502781341964064939 - j0.06592854987062178596 
481.009999999999990905 MHz,0.00500705016518226791 - j0.06579306222374646518 
482.009999999999990905 MHz,0.00498641501775067345 - j0.06565812701526015094 
483.009999999999990905 MHz,0.00496590692765481838 - j0.06552374089349190245 
484.009999999999990905 MHz,0.00494552485591326189 - j0.06538990053366014465 
485.009999999999990905 MHz,0.00492526777412076629 - j0.06525660263760521551 
486.009999999999990905 MHz,0.00490513466432362152 - j0.06512384393352520229 
487.009999999999990905 MHz,0.00488512451888959386 - j0.06499162117571494202 
488.009999999999990905 MHz,0.00486523634038208905 - j0.06485993114430778361 
489.009999999999990905 MHz,0.00484546914144020572 - j0.06472877064502113864 
490.009999999999990905 MHz,0.00482582194465612860 - j0.06459813650890386394 
491.009999999999990905 MHz,0.00480629378245181309 - j0.06446802559208765493 
492.009999999999990905 MHz,0.00478688369696581018 - j0.06433843477554102019 
493.009999999999990905 MHz,0.00476759073993328949 - j0.06420936096482576794 
494.009999999999990905 MHz,0.00474841397257136887 - j0.06408080108985667045 
495.009999999999990905 MHz,0.00472935246546737301 - j0.06395275210466402904 
496.009999999999990905 MHz,0.00471040529846687532 - j0.06382521098715862595 
497.009999999999990905 MHz,0.00469157156056088879 - j0.06369817473889977100 
498.009999999999990905 MHz,0.00467285034977972264 - j0.06357164038486562418 
499.009999999999990905 MHz,0.00465424077308585794 - j0.06344560497322680737 
500.009999999999990905 MHz,0.00463574194626524636 - j0.06332006557512173672 
501.009999999999990905 MHz,0.00461735299382903287 - j0.06319501928443553573 
502.009999999999990905 MHz,0.00459907304890328720 - j0.06307046321758036367 
503.009999999999990905 MHz,0.00458090125313284288 - j0.06294639451327957436 
504.009999999999990905 MHz,0.00456283675657858951 - j0.06282281033235312395 
505.009999999999990905 MHz,0.00454487871762180966 - j0.06269970785750610121 
506.009999999999990905 MHz,0.00452702630286266200 - j0.06257708429311950593 
507.009999999999990905 MHz,0.00450927868702746294 - j0.06245493686504360875 
508.009999999999990905 MHz,0.00449163505287200615 - j0.06233326282039314964 
509.009999999999990905 MHz,0.00447409459109142371 - j0.06221205942734541611 
510.009999999999990905 MHz,0.00445665650022240151 - j0.06209132397494020877 
511.009999999999990905 MHz,0.00443931998655683162 - j0.06197105377288238126 
512.009999999999990905 MHz,0.00442208426405245325 - j0.06185124615134643400 
513.009999999999990905 MHz,0.00440494855423947691 - j0.06173189846078292603 
514.009999999999990905 MHz,0.00438791208613912870 - j0.06161300807172816890 
515.009999999999990905 MHz,0.00437097409617399381 - j0.06149457237461470466 
516.009999999999990905 MHz,0.00435413382808401764 - j0.06137658877958494796 
517.009999999999990905 MHz,0.00433739053284197280 - j0.06125905471630629928 
518.009999999999990905 MHz,0.00432074346857146564 - j0.06114196763378859645 
519.009999999999990905 MHz,0.00430419190046714244 - j0.06102532500020356465 
520.009999999999990905 MHz,0.00428773510071004012 - j0.06090912430270611910 
521.009999999999990905 MHz,0.00427137234838982811 - j0.06079336304725795753 
522.009999999999990905 MHz,0.00425510292942996807 - j0.06067803875845272782 
523.009999999999990905 MHz,0.00423892613650403167 - j0.06056314897934345076 
524.009999999999990905 MHz,0.00422284126896368267 - j0.06044869127127171921 
525.009999999999990905 MHz,0.00420684763276177928 - j0.06033466321369870128 
526.009999999999990905 MHz,0.00419094454037945759 - j0.06022106240403812122 
527.009999999999990905 MHz,0.00417513131075110833 - j0.06010788645749108594 
528.009999999999990905 MHz,0.00415940726919030845 - j0.05999513300688250061 
529.009999999999990905 MHz,0.00414377174732441771 - j0.05988279970249970469 
530.009999999999990905 MHz,0.00412822408301633057 - j0.05977088421193238466 
531.009999999999990905 MHz,0.00411276362030118213 - j0.05965938421991449914 
532.009999999999990905 MHz,0.00409738970931312202 - j0.05954829742816796639 
533.009999999999990905 MHz,0.00408210170622096830 - j0.05943762155524801721 
534.009999999999990905 MHz,0.00406689897315827900 - j0.05932735433638982453 
535.009999999999990905 MHz,0.00405178087815819422 - j0.05921749352335772126 
536.009999999999990905 MHz,0.00403674679509095306 - j0.05910803688429479286 
537.009999999999990905 MHz,0.00402179610359344655 - j0.05899898220357528006 
538.009999999999990905 MHz,0.00400692818901187374 - j0.05889032728165793928 
539.009999999999990905 MHz,0.00399214244233561232 - j0.05878206993494110300 
540.009999999999990905 MHz,0.00397743826013650503 - j0.05867420799561900990 
541.009999999999990905 MHz,0.00396281504450488476 - j0.05856673931154048052 
542.009999999999990905 MHz,0.00394827220299302090 - j0.05845966174606818944 
543.009999999999990905 MHz,0.00393380914855515074 - j0.05835297317793979727 
544.009999999999990905 MHz,0.00391942529948500432 - j0.05824667150113109482 
545.009999999999990905 MHz,0.00390512007935976289 - j0.05814075462471944566 
546.009999999999990905 MHz,0.00389089291698507681 - j0.05803522047274986551 
547.009999999999990905 MHz,0.00387674324633500511 - j0.05793006698410176764 
548.009999999999990905 MHz,0.00386267050649659110 - j0.05782529211235731825 
549.009999999999990905 MHz,0.00384867414161652347 - j0.05772089382567145710 
550.009999999999990905 MHz,0.00383475360084325513 - j0.05761687010664259811 
551.009999999999990905 MHz,0.00382090833827757352 - j0.05751321895218565461 
552.009999999999990905 MHz,0.00380713781291555338 - j0.05740993837340568201 
553.009999999999990905 MHz,0.00379344148859780874 - j0.05730702639547294308 
554.009999999999990905 MHz,0.00377981883395776819 - j0.05720448105749951356 
555.009999999999990905 MHz,0.00376626932236784687 - j0.05710230041241707438 
556.009999999999990905 MHz,0.00375279243189484716 - j0.05700048252685591815 
557.009999999999990905 MHz,0.00373938764524154232 - j0.05689902548102528795 
558.009999999999990905 MHz,0.00372605444970512461 - j0.05679792736859495123 
559.009999999999990905 MHz,0.00371279233712377716 - j0.05669718629657793940 
560.009999999999990905 MHz,0.00369960080383048171 - j0.05659680038521464063 
561.009999999999990905 MHz,0.00368647935060491651 - j0.05649676776785800963 
562.009999999999990905 MHz,0.00367342748262651335 - j0.05639708659085983233 
563.009999999999990905 MHz,0.00366044470942729567 - j0.05629775501345855859 
564.009999999999990905 MHz,0.00364753054484813748 - j0.05619877120766774564 
565.009999999999990905 MHz,0.00363468450699119990 - j0.05610013335816620150 
566.009999999999990905 MHz,0.00362190611817744118 - j0.05600183966218871823 
567.009999999999990905 MHz,0.00360919490490058505 - j0.05590388832941838027 
568.009999999999990905 MHz,0.00359655039778211585 - j0.05580627758187987203 
569.009999999999990905 MHz,0.00358397213153455966 - j0.05570900565383361119 
570.009999999999990905 MHz,0.00357145964491223031 - j0.05561207079167128364 
571.009999999999990905 MHz,0.00355901248067083112 - j0.05551547125381216252 
572.009999999999990905 MHz,0.00354663018552733552 - j0.05541920531060093302 
573.009999999999990905 MHz,0.00353431231011974451 - j0.05532327124420587799 
574.009999999999990905 MHz,0.00352205840896275667 - j0.05522766734851869419 
575.009999999999990905 MHz,0.00350986804041173231 - j0.05513239192905509956 
576.009999999999990905 MHz,0.00349774076662146428 - j0.05503744330285632869 
577.009999999999990905 MHz,0.00348567615350497658 - j0.05494281979839201607 
578.009999999999990905 MHz,0.00347367377069869457 - j0.05484851975546330832 
579.009999999999990905 MHz,0.00346173319152239195 - j0.05475454152510792621 
580.009999999999990905 MHz,0.00344985399294252607 - j0.05466088346950536553 
581.009999999999990905 MHz,0.00343803575553138429 - j0.05456754396188349954 
582.009999999999990905 MHz,0.00342627806343439234 - j0.05447452138642572272 
583.009999999999990905 MHz,0.00341458050433286449 - j0.05438181413817987780 
584.009999999999990905 MHz,0.00340294266940691656 - j0.05428942062296677334 
